name                                                                            , rating, reviews, Type_Location                                                                     , Top_rated_for
TCS                                                                             ,    3.3, (1.1L) , IT Services & Consulting | Bengaluru +444 other locations                         , Job Security
Kirloskar Ferrous Industries                                                    ,    3.6, (620)  , Iron & Steel | Koppal +22 other locations                                         , Job Security
Sapiens                                                                         ,    3.1, (620)  , Software Product | Bengaluru +8 other locations                                   , "Promotions, Skill Development, Work Satisfaction"
Schwing Stetter                                                                 ,    3.8, (620)  , Industrial Machinery | Chennai +44 other locations                                , Job Security
Pyramid IT Consulting                                                           ,    3.1, (619)  , Recruitment | Noida +25 other locations                                           , "Job Security, Promotions, Work Satisfaction"
Trigent Software                                                                ,    3.4, (619)  , IT Services & Consulting | Bengaluru +29 other locations                          , "Job Security, Promotions, Skill Development"
Finastra                                                                        ,    3.7, (618)  , Software Product | Bengaluru +13 other locations                                  , "Work Life Balance, Company Culture"
Nucleus Software Exports                                                        ,    3.3, (618)  , Software Product | Noida +12 other locations                                      , Job Security
Kajaria Ceramics                                                                ,    3.9, (618)  , Building Material | New Delhi +84 other locations                                 , "Work Life Balance, Salary"
Okaya Power                                                                     ,    3.8, (618)  , Electronics Manufacturing | New Delhi +87 other locations                         , Promotions
EaseMyTrip.com                                                                  ,    4.0, (618)  , Travel & Tourism | New Delhi +10 other locations                                  , "Work Life Balance, Work Satisfaction, Skill Development"
Dr. Batras' Positive Health Clinic                                              ,    3.8, (617)  , Healthcare | Mumbai +88 other locations                                           , "Promotions, Salary"
Shivam Autotech                                                                 ,    3.6, (617)  , Auto Components | Gurugram +21 other locations                                    , "Promotions, Salary"
Renovision Automation Services                                                  ,    3.3, (617)  , IT Services & Consulting | New Delhi +71 other locations                          , "Promotions, Salary, Company Culture"
Super Smelters                                                                  ,    3.7, (617)  , Iron & Steel | Asansol +24 other locations                                        , Skill Development
Shivam Autotech                                                                 ,    3.6, (617)  , Auto Components | Gurugram +21 other locations                                    , "Promotions, Salary"
Royaloak Incorporation                                                          ,    3.6, (617)  , Hospitality | Bengaluru +47 other locations                                       , "Job Security, Company Culture, Promotions"
Super Smelters                                                                  ,    3.7, (617)  , Iron & Steel | Asansol +24 other locations                                        , Skill Development
Sudarshan Chemical Industries                                                   ,    3.9, (616)  , Chemicals | Roha +26 other locations                                              , Skill Development
Fiem Industries                                                                 ,    3.7, (616)  , Auto Components | Hosur +29 other locations                                       , Salary
Vyapar                                                                          ,    3.6, (616)  , Software Product | Bengaluru +40 other locations                                  , "Job Security, Promotions, Work Life Balance"
Mavenir Systems                                                                 ,    3.3, (615)  , IT Services & Consulting | Bengaluru +19 other locations                          , "Promotions, Job Security, Company Culture"
Sintex Industries                                                               ,    3.9, (615)  , Industrial Machinery | Ahmedabad +58 other locations                              , "Job Security, Company Culture, Work Life Balance"
Godrej Industries                                                               ,    4.0, (614)  , Real Estate | Mumbai +68 other locations                                          , "Job Security, Work Life Balance, Company Culture"
Infinity Learn                                                                  ,    4.2, (615)  , EdTech | Hyderabad +18 other locations                                            , "Salary, Company Culture, Skill Development"
ThoughtWorks                                                                    ,    3.9, (614)  , IT Services & Consulting | Bengaluru +11 other locations                          , "Work Life Balance, Company Culture, Skill Development"
Agrostar                                                                        ,    3.9, (614)  , Internet | Pune +53 other locations                                               , "Company Culture, Skill Development"
Finolex Industries                                                              ,    3.6, (614)  , Building Material | Pune +72 other locations                                      , "Promotions, Skill Development, Company Culture"
Becton Dickinson                                                                ,    3.9, (613)  , Medical Equipment | Bengaluru +38 other locations                                 , "Company Culture, Job Security, Work Life Balance"
Nspira Management Services                                                      ,    3.7, (613)  , Management Consulting | Hyderabad +59 other locations                             , "Promotions, Skill Development, Salary"
Family Health Plan                                                              ,    3.7, (613)  , Insurance | Hyderabad +36 other locations                                         , "Promotions, Salary, Skill Development"
Mrs Bector's Food Specialities                                                  ,    3.9, (613)  , Hospitality | Greater Noida +89 other locations                                   , "Promotions, Company Culture"
Gestamp                                                                         ,    3.7, (613)  , Auto Components | Pune +14 other locations                                        , "Promotions, Company Culture, Work Satisfaction"
HashedIn by Deloitte                                                            ,    3.9, (612)  , IT Services & Consulting | Bengaluru +16 other locations                          , "Job Security, Company Culture, Skill Development"
Cashify                                                                         ,    3.9, (612)  , Internet | Gurugram +58 other locations                                           , Work Life Balance
Hitachi Systems Micro Clinic                                                    ,    4.0, (612)  , IT Services & Consulting | Mumbai +78 other locations                             , "Work Life Balance, Job Security, Company Culture"
Cyfuture                                                                        ,    3.0, (612)  , IT Services & Consulting | Noida +38 other locations                              , "Promotions, Salary, Company Culture"
Ongc Petro Additions                                                            ,    4.0, (612)  , Petrochemicals | Bharuch +29 other locations                                      , "Job Security, Work Life Balance, Company Culture"
Rocket India                                                                    ,    4.0, (610)  , Financial Services | Chennai +11 other locations                                  , "Job Security, Company Culture, Work Life Balance"
Hpl Electric & Power                                                            ,    3.7, (611)  , Electrical Equipment | Gurugram +70 other locations                               , Work Life Balance
BMC Software                                                                    ,    4.0, (610)  , Software Product | Pune +10 other locations                                       , "Work Life Balance, Company Culture, Salary"
Jubilant Agri and Consumer Products                                             ,    4.0, (611)  , Chemicals | Gurugram +116 other locations                                         , "Salary, Work Life Balance"
Eli Lilly and Company                                                           ,    3.3, (609)  , Pharma | Bengaluru +19 other locations                                            , "Promotions, Work Satisfaction, Company Culture"
Netmeds.com                                                                     ,    3.9, (609)  , Pharma | Chennai +125 other locations                                             , "Work Life Balance, Salary"
ITC Limited Foods Division                                                      ,    3.9, (608)  , Food Processing | Bengaluru +74 other locations                                   , Job Security
BT E Serv                                                                       ,    3.9, (608)  , BPO | Kolkata +6 other locations                                                  , "Work Life Balance, Company Culture, Job Security"
Sterling Oil Exploration & Energy Production                                    ,    3.6, (608)  , Oil & Gas | Lagos +24 other locations                                             , "Promotions, Work Life Balance, Work Satisfaction"
CSG International                                                               ,    3.4, (608)  , IT Services & Consulting | Bengaluru +13 other locations                          , "Promotions, Skill Development, Job Security"
Holiday Inn                                                                     ,    3.9, (608)  , Hospitality | New Delhi +61 other locations                                       , "Job Security, Skill Development"
Royal Caribbean International                                                   ,    4.1, (607)  , Travel & Tourism | Mumbai +26 other locations                                     , "Salary, Company Culture, Skill Development"
Varindera Constructions                                                         ,    4.4, (608)  , Engineering & Construction | New Delhi +27 other locations                        , "Salary, Company Culture, Work Satisfaction"
DHL Global Forwarding                                                           ,    3.9, (606)  , Logistics | Chennai +21 other locations                                           , "Work Life Balance, Job Security, Company Culture"
Jain Irrigation Systems                                                         ,    3.6, (605)  , Agriculture | Jalgaon +89 other locations                                         , "Promotions, Salary, Work Satisfaction"
Toyoda Gosei Minda                                                              ,    4.2, (606)  , Auto Components | Neemrana +24 other locations                                    , "Job Security, Company Culture, Work Life Balance"
IKEA                                                                            ,    4.0, (605)  , Retail | Bengaluru +24 other locations                                            , "Work Life Balance, Company Culture, Salary"
Bharat Biotech International                                                    ,    3.1, (605)  , Biotechnology | Hyderabad +29 other locations                                     , "Promotions, Company Culture, Work Satisfaction"
APL Apollo Tubes                                                                ,    4.1, (605)  , Iron & Steel | Raipur +48 other locations                                         , "Work Satisfaction, Job Security, Skill Development"
Grab A Grub Services                                                            ,    3.9, (605)  , Logistics | Mumbai +115 other locations                                           , Work Life Balance
Heidelberg Cement                                                               ,    4.0, (607)  , Building Material | Damoh +79 other locations                                     , "Work Life Balance, Job Security, Company Culture"
MothersonSumi INfotech & Designs                                                ,    3.4, (604)  , IT Services & Consulting | Noida +18 other locations                              , Job Security
Jayaswal Neco Industries                                                        ,    4.1, (604)  , Iron & Steel | Raipur +31 other locations                                         , "Job Security, Work Life Balance, Skill Development"
Carnival Cruise Lines                                                           ,    4.2, (604)  , Travel & Tourism | Mumbai +31 other locations                                     , "Company Culture, Job Security, Work Life Balance"
C5i                                                                             ,    4.2, (604)  , Analytics & KPO | Bengaluru +16 other locations                                   , "Work Life Balance, Company Culture, Work Satisfaction"
EdgeVerve Systems                                                               ,    3.2, (602)  , Software Product | Bengaluru +16 other locations                                  , Job Security
VDA Infosolutions                                                               ,    3.8, (602)  , IT Services & Consulting | Pune +34 other locations                               , Job Security
Jaipur Rugs                                                                     ,    4.2, (603)  , Fashion & Textile | Jaipur +20 other locations                                    , "Company Culture, Skill Development, Work Life Balance"
Anmol Industries                                                                ,    3.9, (602)  , FMCG | Kolkata +89 other locations                                                , "Company Culture, Work Life Balance"
Dhani Services                                                                  ,    3.6, (602)  , Mumbai +80 other locations                                                        , "Job Security, Promotions, Company Culture"
Consulting Engineers Group                                                      ,    4.1, (602)  , Engineering & Construction | Jaipur +71 other locations                           , "Work Life Balance, Company Culture, Work Satisfaction"
Polaris Consulting                                                              ,    4.2, (601)  , IT Services & Consulting | Hyderabad +18 other locations                          , "Work Life Balance, Job Security, Skill Development"
Blackberrys                                                                     ,    3.7, (601)  , Fashion & Textile | Gurugram +93 other locations                                  , "Job Security, Promotions"
Ofbusiness                                                                      ,    3.0, (601)  , Internet | Gurugram +42 other locations                                           , "Job Security, Work Life Balance, Company Culture"
United Colors of Benetton                                                       ,    4.4, (600)  , Fashion & Textile | Gurugram +74 other locations                                  , "Company Culture, Work Life Balance, Skill Development"
The Saraswat Co-operative Bank                                                  ,    3.2, (601)  , Banking | Mumbai +35 other locations                                              , "Promotions, Salary, Work Satisfaction"
Lulu International Shopping Mall                                                ,    3.7, (600)  , Retail | Bengaluru +42 other locations                                            , "Promotions, Salary"
Vedang Cellular Services                                                        ,    3.8, (598)  , Telecom | Mumbai +69 other locations                                              , Salary
Perficient                                                                      ,    3.7, (597)  , IT Services & Consulting | Chennai +11 other locations                            , "Job Security, Promotions"
Pathkind Diagnostics Private Limited                                            ,    3.9, (597)  , Healthcare | New Delhi +98 other locations                                        , "Skill Development, Work Life Balance, Work Satisfaction"
SIS Prosegur Holdings                                                           ,    3.4, (597)  , Law Enforcement & Security | New Delhi +95 other locations                        , "Promotions, Salary, Work Satisfaction"
Maxicus                                                                         ,    3.9, (598)  , BPO | Vadodara +15 other locations                                                , "Work Life Balance, Company Culture, Work Satisfaction"
HLL Lifecare                                                                    ,    3.8, (597)  , Healthcare | Thiruvananthapuram +114 other locations                              , "Promotions, Salary, Job Security"
Medley Pharmaceuticals                                                          ,    3.9, (596)  , Pharma | Mumbai +77 other locations                                               , "Work Life Balance, Job Security"
IDP Education Limited                                                           ,    3.6, (596)  , Education & Training | Chennai +50 other locations                                , "Promotions, Job Security, Work Satisfaction"
Excitel Broadband                                                               ,    3.7, (595)  , Telecom | New Delhi +43 other locations                                           , "Promotions, Job Security, Company Culture"
DealShare                                                                       ,    3.5, (595)  , Internet | Bengaluru +43 other locations                                          , "Job Security, Promotions, Company Culture"
Columbia Asia                                                                   ,    4.6, (594)  , Healthcare | Bengaluru +18 other locations                                        , "Company Culture, Skill Development, Work Life Balance"
Aurionpro Solutions                                                             ,    3.5, (594)  , Software Product | Mumbai +49 other locations                                     , "Promotions, Work Satisfaction, Skill Development"
Accion Labs                                                                     ,    3.5, (594)  , IT Services & Consulting | Bengaluru +13 other locations                          , "Promotions, Job Security, Company Culture"
Ugam Solution                                                                   ,    3.5, (594)  , IT Services & Consulting | Mumbai +14 other locations                             , Job Security
Bridge & Roof Co                                                                ,    3.4, (592)  , Engineering & Construction | Kolkata +64 other locations                          , "Promotions, Company Culture, Work Life Balance"
Vadilal Industries                                                              ,    4.1, (593)  , FMCG | Ahmedabad +84 other locations                                              , "Job Security, Work Life Balance, Company Culture"
Sanghi Industries                                                               ,    4.0, (592)  , Building Material | Ahmedabad +29 other locations                                 , "Skill Development, Work Life Balance, Work Satisfaction"
Inspira Enterprise India Limited                                                ,    3.6, (592)  , IT Services & Consulting | Mumbai +35 other locations                             , "Promotions, Company Culture, Work Satisfaction"
ShareChat                                                                       ,    3.6, (591)  , Internet | Bengaluru +39 other locations                                          , Salary
Ascent HR Technologies Private Limited                                          ,    3.6, (590)  , Software Product | Bengaluru +16 other locations                                  , "Promotions, Salary, Company Culture"
Apitoria Pharma                                                                 ,    4.3, (590)  , Pharma | Hyderabad +12 other locations                                            , "Work Life Balance, Job Security, Company Culture"
Cvent                                                                           ,    3.2, (590)  , Software Product | Gurugram +9 other locations                                    , "Promotions, Work Satisfaction, Salary"
FNP                                                                             ,    3.7, (590)  , Retail | New Delhi +19 other locations                                            , "Promotions, Job Security"
Orra Fine Jewellery                                                             ,    3.5, (591)  , Jewellery | Mumbai +51 other locations                                            , Salary
BAXY Limited                                                                    ,    4.0, (591)  , Auto Components | Bhiwadi +37 other locations                                     , "Work Life Balance, Job Security, Skill Development"
Expleo Group                                                                    ,    3.5, (591)  , IT Services & Consulting | Pune +10 other locations                               , "Promotions, Salary, Work Satisfaction"
Saudi Aramco                                                                    ,    4.4, (589)  , Oil & Gas | Mumbai +38 other locations                                            , "Work Life Balance, Salary, Company Culture"
NLC India Limited                                                               ,    4.4, (590)  , Metals & Mining | Neyveli +27 other locations                                     , "Work Life Balance, Job Security, Company Culture"
Iron Mountain Inc                                                               ,    3.7, (589)  , IT Services & Consulting | Bengaluru +49 other locations                          , "Promotions, Job Security, Skill Development"
Affinity Express                                                                ,    2.8, (588)  , Marketing & Advertising | Pune +12 other locations                                , "Promotions, Work Satisfaction, Company Culture"
Hettich                                                                         ,    3.6, (588)  , Furniture & Furnishing | Mumbai +44 other locations                               , "Promotions, Work Satisfaction, Company Culture"
Jindal Poly Films                                                               ,    3.7, (587)  , Packaging | Nashik +18 other locations                                            , "Promotions, Job Security, Company Culture"
Efs Facilities Services                                                         ,    3.8, (587)  , Facility Management Services | New Delhi +60 other locations                      , "Promotions, Salary"
Kellogg                                                                         ,    4.2, (587)  , FMCG | Mumbai +84 other locations                                                 , "Company Culture, Work Life Balance, Job Security"
Dr. Reddy's Foundation                                                          ,    3.7, (587)  , Non-Profit | Hyderabad +89 other locations                                        , Promotions
AVTEC                                                                           ,    3.5, (586)  , Auto Components | Hosur +27 other locations                                       , "Promotions, Job Security, Salary"
Maharashtra State Electricity Distribution Company                              ,    4.2, (586)  , Power | Pune +90 other locations                                                  , "Company Culture, Skill Development, Work Life Balance"
Coal India                                                                      ,    3.9, (586)  , Metals & Mining | Kolkata +60 other locations                                     , "Job Security, Salary, Work Life Balance"
Colt Technology Services                                                        ,    4.2, (587)  , Hardware & Networking | Gurugram +13 other locations                              , "Company Culture, Work Life Balance, Work Satisfaction"
Kauvery Hospital                                                                ,    4.0, (586)  , Healthcare | Chennai +20 other locations                                          , "Job Security, Company Culture, Work Life Balance"
Gandhi Automations                                                              ,    4.0, (585)  , Industrial Machinery | Mumbai +24 other locations                                 , "Salary, Job Security, Promotions"
Allianz Services                                                                ,    4.1, (585)  , Insurance | Thiruvananthapuram +13 other locations                                , "Job Security, Company Culture, Work Life Balance"
Army Public School                                                              ,    4.0, (585)  , Education & Training | New Delhi +97 other locations                              , "Skill Development, Salary, Work Life Balance"
Alcon                                                                           ,    3.8, (584)  , Medical Equipment | Bengaluru +38 other locations                                 , "Salary, Work Life Balance"
PureSoftware                                                                    ,    2.9, (583)  , Software Product | Noida +10 other locations                                      , "Job Security, Promotions, Skill Development"
Capital Numbers Infotech                                                        ,    4.1, (583)  , IT Services & Consulting | Kolkata +9 other locations                             , "Work Life Balance, Company Culture, Work Satisfaction"
Pamac Finserve                                                                  ,    3.2, (583)  , BPO | Mumbai +60 other locations                                                  , "Promotions, Salary, Work Life Balance"
HUDL                                                                            ,    3.2, (583)  , Software Product | Mumbai +16 other locations                                     , "Promotions, Skill Development, Job Security"
Jubilant Generics                                                               ,    3.9, (582)  , Pharma | Roorkee +24 other locations                                              , Salary
Axiscades                                                                       ,    3.1, (582)  , IT Services & Consulting | Bengaluru +13 other locations                          , "Promotions, Salary, Company Culture"
Damco Solutions                                                                 ,    3.4, (582)  , IT Services & Consulting | Noida +22 other locations                              , "Promotions, Work Satisfaction, Skill Development"
PTC                                                                             ,    4.2, (582)  , Software Product | Pune +39 other locations                                       , "Work Life Balance, Company Culture, Job Security"
Prochant                                                                        ,    3.8, (582)  , Analytics & KPO | Chennai +10 other locations                                     , Work Life Balance
Country Delight                                                                 ,    3.9, (582)  , Hospitality | Gurugram +36 other locations                                        , "Work Life Balance, Salary"
Ambit Finvest                                                                   ,    4.0, (581)  , NBFC | Mumbai +118 other locations                                                , "Salary, Company Culture, Work Life Balance"
PayU Payments                                                                   ,    3.3, (581)  , FinTech | Gurugram +22 other locations                                            , "Promotions, Work Satisfaction, Job Security"
Hilton                                                                          ,    4.1, (581)  , Hospitality | Bengaluru +41 other locations                                       , "Company Culture, Job Security, Skill Development"
Fenesta Building Systems                                                        ,    4.0, (581)  , Building Material | Gurugram +74 other locations                                  , "Job Security, Company Culture, Work Life Balance"
QSpiders                                                                        ,    3.7, (581)  , Education & Training | Bengaluru +26 other locations                              , "Promotions, Job Security, Salary"
Laxmi Organic Industries                                                        ,    3.8, (580)  , Chemicals | Mahad +21 other locations                                             , Promotions
BEML                                                                            ,    3.7, (579)  , Industrial Machinery | Bengaluru +36 other locations                              , Job Security
Crystal Crop Protection                                                         ,    3.9, (579)  , Agro Chemicals | New Delhi +90 other locations                                    , "Work Life Balance, Salary"
Quest Retail Private Limited                                                    ,    4.0, (579)  , Retail | Gurugram +64 other locations                                             , "Company Culture, Work Life Balance, Job Security"
Matrimonialsindia                                                               ,    4.9, (579)  , Internet | New Delhi +1 other locations                                           , "Company Culture, Work Life Balance, Work Satisfaction"
Congruex Asia Pacific                                                           ,    3.7, (579)  , Engineering & Construction | Sahibzada Ajit Singh Nagar +24 other locations       , "Company Culture, Work Life Balance"
Empower                                                                         ,    3.9, (578)  , Financial Services | Bengaluru +12 other locations                                , "Job Security, Work Life Balance, Salary"
ArcelorMittal                                                                   ,    4.0, (579)  , Iron & Steel | Surat +50 other locations                                          , "Work Life Balance, Job Security, Company Culture"
Icl Fincorp                                                                     ,    4.7, (577)  , NBFC | Thrissur +65 other locations                                               , "Company Culture, Work Life Balance, Work Satisfaction"
Genesys International Corporation                                               ,    3.2, (576)  , IT Services & Consulting | Mumbai +15 other locations                             , "Promotions, Salary, Work Life Balance"
Wood Group                                                                      ,    3.8, (576)  , Engineering & Construction | Chennai +29 other locations                          , "Work Life Balance, Salary"
GAMMON INDIA                                                                    ,    3.7, (576)  , Engineering & Construction | Mumbai +72 other locations                           , "Company Culture, Work Satisfaction, Skill Development"
Voyants Solutions                                                               ,    3.7, (575)  , Engineering & Construction | Gurugram +96 other locations                         , "Promotions, Job Security, Skill Development"
HBL Power Systems                                                               ,    4.0, (575)  , Electrical Equipment | Hyderabad +49 other locations                              , Work Life Balance
Maxop Engineering Co.                                                           ,    4.1, (575)  , Auto Components | Gurugram +17 other locations                                    , "Salary, Skill Development, Work Life Balance"
AVIOM                                                                           ,    4.0, (575)  , NBFC | New Delhi +190 other locations                                             , "Salary, Work Life Balance, Work Satisfaction"
McCain Foods                                                                    ,    4.0, (575)  , FMCG | Mahesana +73 other locations                                               , "Salary, Work Life Balance, Company Culture"
Toyota Industries Engine India                                                  ,    4.3, (575)  , Auto Components | Bengaluru +15 other locations                                   , "Company Culture, Job Security, Work Life Balance"
Applied Materials                                                               ,    3.7, (574)  , Semiconductors | Bengaluru +11 other locations                                    , Promotions
SAEL Industries Limited                                                         ,    3.9, (574)  , Power | New Delhi +65 other locations                                             , "Work Life Balance, Salary"
Vishwa Samudra Engineering                                                      ,    3.6, (574)  , Engineering & Construction | Hyderabad +45 other locations                        , "Promotions, Job Security, Company Culture"
Magma General Insurance Limited                                                 ,    3.8, (574)  , Insurance | Mumbai +87 other locations                                            , Promotions
WayCool Foods and Products                                                      ,    3.4, (574)  , FMCG | Chennai +42 other locations                                                , "Job Security, Promotions, Company Culture"
Pinnacle Infotech                                                               ,    3.4, (573)  , IT Services & Consulting | Durgapur +19 other locations                           , Job Security
TSYS|Total System Services                                                      ,    4.1, (573)  , FinTech | Pune +11 other locations                                                , "Work Life Balance, Company Culture, Salary"
Premier Energies                                                                ,    4.0, (574)  , Electronics Manufacturing | Hyderabad +27 other locations                         , "Company Culture, Work Life Balance, Job Security"
J K Fenner                                                                      ,    3.9, (573)  , Engineering & Construction | Chennai +56 other locations                          , Promotions
Prestige Group                                                                  ,    4.3, (573)  , Real Estate | Bengaluru +32 other locations                                       , "Work Life Balance, Job Security, Company Culture"
Lear Corporation                                                                ,    4.0, (572)  , Auto Components | Pune +19 other locations                                        , "Work Life Balance, Company Culture, Job Security"
BUSINESSNEXT                                                                    ,    3.5, (571)  , Software Product | Noida +9 other locations                                       , "Promotions, Work Satisfaction, Skill Development"
Baker Hughes                                                                    ,    4.0, (571)  , Oil & Gas | Bengaluru +38 other locations                                         , "Work Life Balance, Company Culture, Salary"
Paras Dairy                                                                     ,    3.4, (571)  , Food Processing | New Delhi +60 other locations                                   , "Job Security, Promotions, Company Culture"
Sandoz                                                                          ,    3.9, (571)  , Hospitality | Hyderabad +21 other locations                                       , "Salary, Company Culture, Work Life Balance"
Adani Cement                                                                    ,    3.5, (572)  , Building Material | Ahmedabad +149 other locations                                , "Promotions, Job Security, Company Culture"
Paramount Health Services Tpa                                                   ,    3.8, (571)  , Insurance | Mumbai +40 other locations                                            , Work Life Balance
AVEVA                                                                           ,    4.0, (571)  , Software Product | Hyderabad +14 other locations                                  , "Work Life Balance, Company Culture"
Dishman Carbogen Amcis                                                          ,    3.5, (570)  , Pharma | Ahmedabad +15 other locations                                            , Work Life Balance
Andritz Hydro Location India                                                    ,    3.8, (570)  , Industrial Machinery | Chennai +28 other locations                                , Job Security
UTL Solar                                                                       ,    3.6, (569)  , Electronics Manufacturing | New Delhi +81 other locations                         , "Promotions, Company Culture, Job Security"
Transport Corporation Of India                                                  ,    3.8, (569)  , Logistics | Gurugram +83 other locations                                          , Job Security
MR.DIY                                                                          ,    3.4, (570)  , Retail | Mumbai +87 other locations                                               , "Company Culture, Work Satisfaction, Work Life Balance"
Western Refrigeration                                                           ,    3.8, (568)  , Industrial Machinery | Vapi +43 other locations                                   , "Job Security, Salary"
Amway India Enterprises                                                         ,    4.0, (568)  , Fitness & Wellness | Gurugram +80 other locations                                 , "Work Life Balance, Company Culture, Salary"
"DATAMARK, Inc."                                                                ,    3.5, (568)  , BPO | Chennai +13 other locations                                                 , "Promotions, Salary, Work Satisfaction"
Micromax Informatics                                                            ,    3.9, (567)  , Consumer Electronics & Appliances | New Delhi +118 other locations                , Work Life Balance
SoftAge Information Technology                                                  ,    3.6, (567)  , IT Services & Consulting | Gurugram +127 other locations                          , "Promotions, Job Security"
Levi Strauss & Co.                                                              ,    4.2, (566)  , Fashion & Textile | Bengaluru +80 other locations                                 , "Company Culture, Work Life Balance, Work Satisfaction"
Titan Engineering & Automation                                                  ,    3.8, (568)  , Engineering & Construction | Hosur +18 other locations                            , "Job Security, Skill Development"
DB Schenker                                                                     ,    4.3, (566)  , Logistics | Gurugram +40 other locations                                          , "Work Life Balance, Company Culture, Work Satisfaction"
Unified Mentor                                                                  ,    4.1, (565)  , IT Services & Consulting | Bengaluru +46 other locations                          , "Work Life Balance, Skill Development, Work Satisfaction"
Mahendra NextWealth IT                                                          ,    3.4, (564)  , IT Services & Consulting | Salem +26 other locations                              , "Promotions, Salary, Company Culture"
Navin Fluorine International                                                    ,    3.8, (564)  , Chemicals | Surat +17 other locations                                             , "Salary, Job Security"
NAV Backoffice                                                                  ,    3.8, (564)  , Accounting & Auditing | Jaipur +10 other locations                                , "Salary, Company Culture, Promotions"
Hitachi Cash Management Services                                                ,    3.1, (563)  , Other | Mumbai +105 other locations                                               , "Promotions, Company Culture, Work Satisfaction"
Vindhya e-Info Media                                                            ,    3.9, (563)  , BPO | Bengaluru +19 other locations                                               , "Company Culture, Work Life Balance, Job Security"
Datamatics Business Solutions                                                   ,    3.3, (563)  , Management Consulting | Mumbai +13 other locations                                , "Promotions, Salary, Work Satisfaction"
United Spirits                                                                  ,    4.0, (562)  , Beverage | Bengaluru +96 other locations                                          , "Skill Development, Salary, Company Culture"
Bajaj Consumer Care                                                             ,    3.8, (563)  , FMCG | Mumbai +113 other locations                                                , "Company Culture, Work Life Balance"
Renault                                                                         ,    3.9, (562)  , Automobile | Chennai +148 other locations                                         , "Company Culture, Work Life Balance, Job Security"
Marelli                                                                         ,    3.5, (562)  , Auto Components | Gurugram +18 other locations                                    , "Promotions, Skill Development, Company Culture"
Harman Finochem                                                                 ,    3.6, (563)  , Pharma | Chhatrapati Sambhajinagar +14 other locations                            , "Company Culture, Promotions, Job Security"
Solara Active Pharma Sciences                                                   ,    3.7, (563)  , Pharma | Chennai +20 other locations                                              , "Promotions, Company Culture"
LendingKart                                                                     ,    3.6, (561)  , NBFC | Ahmedabad +46 other locations                                              , "Promotions, Job Security, Skill Development"
MITS Global Consulting                                                          ,    4.5, (562)  , Recruitment | Mumbai +12 other locations                                          , "Company Culture, Work Life Balance, Salary"
Toothsi                                                                         ,    2.7, (559)  , Internet | Mumbai +20 other locations                                             , "Job Security, Promotions, Company Culture"
The Times of India                                                              ,    3.6, (558)  , Media & Entertainment | New Delhi +53 other locations                             , "Promotions, Salary, Work Satisfaction"
AM Infoweb                                                                      ,    3.8, (558)  , BPO | Pune +8 other locations                                                     , Skill Development
IKF Finance                                                                     ,    3.9, (559)  , NBFC | Hyderabad +133 other locations                                             , "Salary, Company Culture, Work Life Balance"
Haldiram Snacks                                                                 ,    3.9, (558)  , Food Processing | Noida +69 other locations                                       , Promotions
WPP Media                                                                       ,    3.6, (558)  , Marketing & Advertising | Gurugram +27 other locations                            , Job Security
Artemis Hospitals                                                               ,    4.1, (558)  , Healthcare | Gurugram +20 other locations                                         , "Work Life Balance, Skill Development, Work Satisfaction"
